seqID	sampleID	mouse	day	cage	mouseID	species	sex	age	FMT	FMT_type	experiment	group	clinda35	FMTID	type	survey	human_group	tyc_pcoa_axis1	tyc_pcoa_axis2	tyc_pcoa_axis3	bc_pcoa_axis1	bc_pcoa_axis2	bc_pcoa_axis3	jac_pcoa_axis1	jac_pcoa_axis2	jac_pcoa_axis3	jest_pcoa_axis1	jest_pcoa_axis2	jest_pcoa_axis3	tyc_nmds_axis1	tyc_nmds_axis2	tyc_nmds_axis3	simpsoneven_03	simpson_03	simpson_lci_03	simpson_hci_03	invsimpson_03	invsimpson_lci_03	invsimpson_hci_03	shannon_03	shannon_lci_03	shannon_hci_03	npshannon_03	sobs_03	chao_03	chao_lci_03	chao_hci_03	nseqs
d4_1271_1	d4_1271_1	1271_1	4	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	-0.383831	-0.337143	0.003048	-0.39166	-0.314767	-0.005256	-0.144086	0.255179	-0.041834	-0.117392	0.290475	0.019874	-0.255925	0.325407	-0.375622	0.079432	0.349704	0.344811	0.354596	2.859565	2.820107	2.900143	1.276913	1.265287	1.288539	1.281632	36	44.666667	38.372262	67.66223	21157
d4_1271_3	d4_1271_3	1271_3	4	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	-0.421515	-0.354456	-0.014443	-0.423185	-0.333618	-0.020464	-0.201014	0.122922	-0.124977	-0.203131	0.082297	-0.039578	-0.260306	0.401148	-0.273698	0.112927	0.491959	0.485234	0.498684	2.03269	2.005279	2.060861	0.956299	0.943604	0.968994	0.957823	18	18.6	18.050626	25.11091	19611
dn7_1203_1	dn7_1203_1	1203_1	-7	1203	1	mouse	F	6.5	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.363472	-0.24854	0.033845	0.312935	-0.203478	-0.003058	0.395284	-0.035715	0.077104	0.386187	-0.053726	0.083848	-0.501012	-0.214027	0.153306	0.113262	0.055529	0.053851	0.057207	18.00859	17.480378	18.569719	3.573027	3.546403	3.59965	3.581087	159	169.909091	162.335502	194.679265	11750
dn7_1207_1	dn7_1207_1	1207_1	-7	1207	1	mouse	M	6	noFMT	none	1	CDI	no	none	fecal	experiment	NA	0.440102	-0.24009	0.017606	0.392762	-0.221494	-0.02326	0.399604	-0.023726	0.03787	0.400425	-0.039281	0.060141	-0.47136	-0.295034	0.173295	0.086739	0.058821	0.057251	0.06039	17.000814	16.559048	17.466798	3.543973	3.521071	3.566875	3.554548	196	219.25	205.634379	252.107665	16939
dn7_1268_1	dn7_1268_1	1268_1	-7	1268	1	mouse	M	10	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	0.332321	-0.20794	0.243664	0.391178	-0.239671	0.122491	0.391309	-0.035326	0.000117	0.386197	-0.046082	0.006592	-0.605846	-0.299216	-0.116507	0.072953	0.060121	0.058365	0.061877	16.6332	16.161139	17.133669	3.682974	3.665107	3.700842	3.691728	228	259.2	242.259439	296.26636	27673
dn7_1269_1	dn7_1269_1	1269_1	-7	1269	1	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	0.349259	-0.229869	0.306753	0.401355	-0.273324	0.142195	0.401772	-0.011822	-0.001108	0.390549	-0.021049	0.012238	-0.513575	-0.371679	-0.197495	0.086519	0.055302	0.053616	0.056988	18.082516	17.547474	18.651213	3.658891	3.637193	3.680588	3.669677	209	240.5	222.812008	280.839662	18289
dn7_1269_2	dn7_1269_2	1269_2	-7	1269	2	mouse	M	10	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	0.399089	-0.236663	0.190061	0.411127	-0.255809	0.061259	0.412224	-0.022695	0.000298	0.435	-0.040884	-0.043127	-0.532716	-0.33692	-0.018159	0.088432	0.051635	0.050151	0.05312	19.366564	18.825344	19.939826	3.764163	3.74327	3.785057	3.772701	219	254.0625	233.946191	301.253657	20594
dn7_1270_1	dn7_1270_1	1270_1	-7	1270	1	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	0.417867	-0.210741	0.197793	0.426612	-0.269419	0.098665	0.40405	-0.026978	0.026033	0.423989	-0.04654	0.064571	-0.262522	-0.579256	-0.108895	0.078026	0.062825	0.061342	0.064308	15.917325	15.550232	16.302169	3.490991	3.469619	3.512362	3.500837	204	217.5	209.289812	238.453022	20088
dn7_1270_2	dn7_1270_2	1270_2	-7	1270	2	mouse	F	9	mFMT	mouse	3	CDI	yes	yWT_spore	fecal	experiment	NA	0.428032	-0.218477	0.220219	0.426338	-0.273498	0.110239	0.356206	-0.004049	0.034087	0.372577	-0.010115	0.014608	-0.279544	-0.555085	-0.101952	0.090046	0.059707	0.058425	0.060988	16.748533	16.396669	17.11583	3.399542	3.379167	3.419916	3.410797	186	201.535714	192.294064	224.34699	18822
dn7_1271_1	dn7_1271_1	1271_1	-7	1271	1	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	0.44076	-0.236404	0.251904	0.42648	-0.26477	0.109228	0.381411	-0.011166	0.035233	0.380705	-0.030874	0.071052	-0.358175	-0.474336	-0.061192	0.104062	0.050845	0.049988	0.051702	19.667629	19.341608	20.00483	3.459673	3.44221	3.477135	3.468719	189	202.5	194.289812	223.453022	22678
dn7_1271_2	dn7_1271_2	1271_2	-7	1271	2	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	0.434359	-0.23069	0.245752	0.407334	-0.243909	0.069629	0.369245	-0.020023	0.035399	0.390336	-0.039193	0.058507	-0.35571	-0.472385	-0.090371	0.091836	0.054445	0.053664	0.055226	18.367143	18.107495	18.634345	3.416789	3.402246	3.431331	3.423816	200	220.307692	208.610131	247.897337	33368
dn7_1271_3	dn7_1271_3	1271_3	-7	1271	3	mouse	F	8.5	mFMT	mouse	3	CDI	yes	rWT	fecal	experiment	NA	0.392051	-0.177506	0.254049	0.400977	-0.230045	0.099486	0.376318	-0.00876	0.045479	0.382867	-0.024222	0.074692	-0.253089	-0.504738	-0.131454	0.109995	0.05195	0.050854	0.053047	19.249134	18.851252	19.664174	3.494292	3.475024	3.513559	3.503905	175	182.451613	177.526433	196.978231	19048
